nickname,l1,gender,labels_file_path,wav_file_path
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0105.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0105.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0106.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0106.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0107.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0107.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0108.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0108.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0109.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0109.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0111.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0111.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0112.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0112.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0113.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0113.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0115.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0115.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0116.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0116.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0117.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0117.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0120.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0120.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0121.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0121.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0122.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0122.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0123.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0123.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0125.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0125.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0126.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0126.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0127.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0127.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0128.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0128.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0129.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0129.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0130.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0130.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0131.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0131.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0134.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0134.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0136.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0136.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0137.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0137.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0139.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0139.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0143.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0143.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0144.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0144.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0145.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0145.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0148.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0148.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0168.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0168.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0178.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0178.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0209.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0209.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0233.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0233.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0258.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0258.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0260.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0260.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0271.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0271.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0272.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0272.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0303.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0303.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0345.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0345.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0364.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0364.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0365.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0365.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0369.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0369.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0375.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0375.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0378.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0378.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0379.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0379.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0384.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0384.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0416.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0416.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0442.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0442.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0475.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0475.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0495.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0495.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_a0542.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_a0542.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0019.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0019.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0022.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0022.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0047.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0047.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0068.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0068.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0106.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0106.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0143.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0143.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0192.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0192.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0197.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0197.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0201.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0201.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0215.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0215.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0225.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0225.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0238.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0238.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0266.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0266.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0304.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0304.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0315.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0315.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0320.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0320.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0342.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0342.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0355.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0355.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0386.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0386.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0425.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0425.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0469.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0469.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0503.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0503.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0518.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0518.wav
HKK,Korean,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\annotation\arctic_b0530.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HKK\wav\arctic_b0530.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0003.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0003.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0005.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0005.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0006.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0006.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0007.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0007.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0008.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0008.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0010.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0010.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0011.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0011.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0013.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0013.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0018.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0018.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0019.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0019.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0020.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0020.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0021.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0021.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0022.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0022.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0023.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0023.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0024.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0024.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0025.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0025.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0026.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0026.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0027.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0027.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0028.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0028.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0029.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0029.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0030.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0030.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0031.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0031.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0032.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0032.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0036.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0036.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0037.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0037.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0038.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0038.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0039.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0039.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0040.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0040.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0041.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0041.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0042.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0042.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0045.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0045.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0046.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0046.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0047.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0047.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0048.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0048.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0051.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0051.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0052.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0052.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0053.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0053.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0054.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0054.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0058.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0058.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0059.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0059.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0060.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0060.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0062.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0062.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0063.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0063.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0064.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0064.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0065.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0065.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0067.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0067.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0071.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0071.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0073.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0073.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0075.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0075.wav
HQTV,Vietnamese,M,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\annotation\arctic_a0076.TextGrid,E:\voice_datasets\arctic\l2arctic_release_v5.0\data\HQTV\wav\arctic_a0076.wav
